n,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14
7,311.6309,83.087814,313.7425,84.29878,313.8356,84.685745,313.34344,85.6256,312.5471,86.10074,310.82593,85.818924,310.727,83.74072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,549.49524,10.311223,548.24756,9.959799,547.4214,10.821726,548.32764,12.512304,549.6521,11.415639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,10.815788,127.22646,11.272312,126.54721,11.425201,126.50836,12.203804,127.035645,12.328279,127.908844,11.989692,128.17644,10.998117,127.787796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,355.90512,74.00022,355.9946,73.8105,355.26657,72.44222,353.21484,72.52431,353.18753,73.34523,354.10953,74.58034,354.72668,74.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,498.24207,172.59396,497.33594,173.104,496.7394,172.94768,495.31934,171.21666,496.74542,169.3547,498.1824,168.90256,498.8595,169.26317,499.06284,171.0913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,236.36356,96.1728,235.83685,96.63706,234.43301,96.15636,234.42914,96.124664,235.2586,95.008354,236.07578,95.23051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,80.11838,12.917538,80.78202,14.106096,79.82014,14.960685,79.30223,14.812258,78.681274,13.958761,79.57482,12.951922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,100.91484,87.33997,101.10531,86.65595,102.1236,86.82048,102.35645,88.57279,101.07059,88.04492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,259.49902,162.62488,260.51053,163.52391,259.40103,165.31369,257.95795,164.32953,257.83228,163.31165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,654.0321,34.454742,653.89105,31.97268,656.0382,32.66556,656.1316,32.858227,655.2445,34.855972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,229.91272,187.28914,229.40897,186.71542,229.52763,185.99062,231.23935,184.71582,231.78687,186.08258,231.45587,187.10736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,143.20273,86.1982,141.8396,85.23634,141.9428,84.46413,142.526,84.0811,143.41733,84.23166,143.32283,86.01575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,144.08429,170.45291,143.9642,170.39157,143.64185,169.52885,145.22025,168.76239,144.96623,170.38406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,577.90814,128.68013,579.19116,128.63812,579.9995,127.575,579.0141,126.64032,577.71906,127.15576,577.5548,128.29697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,293.09055,80.49618,291.9449,79.52878,292.06,78.46017,292.96008,77.743935,294.1492,78.139786,294.53708,79.72974,293.90756,80.55269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,65.08682,38.58413,65.00882,38.717255,65.09722,39.00837,65.96468,39.39207,66.52916,39.116722,66.547066,38.1805,66.147835,37.816547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,546.0947,33.510033,545.5242,34.708973,545.34985,34.76239,544.0738,34.01712,544.6099,32.898594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,280.00842,45.59117,281.06012,47.018925,281.105,47.011642,283.55682,44.594845,283.40622,43.974113,280.79578,43.594727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,205.01761,134.22824,205.7145,135.49057,204.80533,136.2998,203.80281,135.6963,203.84525,134.47183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,96.46858,54.62329,96.35979,54.50383,96.8177,53.18185,97.80336,53.549538,98.15564,54.488243,97.99225,54.869083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,51.079895,77.811325,50.29168,78.26744,49.40162,77.51882,49.898937,76.761604,50.95327,76.63559,51.236298,77.36691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,139.5985,163.71788,139.6281,164.70078,140.14487,165.13759,141.18773,165.23502,141.36998,164.62408,140.48616,163.12646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,275.69537,181.59195,273.71606,183.07793,272.48428,181.75366,272.74167,180.90817,273.9133,180.36668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,676.0747,133.84578,676.25684,133.68053,676.532,130.4751,673.8255,130.25581,673.25323,131.763,673.5818,132.88368,675.0158,133.80588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,223.99039,125.93378,222.56271,126.08711,222.39154,126.56131,223.5704,127.787735,224.17307,127.1732,224.32718,126.22504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,167.63857,126.3098,166.87047,125.61868,166.98785,125.29021,168.04984,124.7111,168.6084,125.279816,168.41763,126.010635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,695.31116,43.88934,695.39215,45.144577,695.3323,45.207195,692.1057,45.97229,690.869,44.898735,690.78766,43.778294,693.7046,42.145153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,320.6494,116.91038,320.70984,116.54245,322.07944,114.726166,323.82352,115.92946,323.87415,116.62683,323.4485,116.90634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,10.375928,69.46432,10.993904,68.429825,12.173228,69.01081,12.060887,69.43487,11.098324,70.20848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,611.79724,94.37939,609.7165,94.97175,608.3047,93.569244,609.60864,92.16121,610.969,92.58202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,526.3577,138.85959,527.83997,137.8014,528.04755,137.05426,527.45496,136.60596,525.8174,136.71027,525.2949,137.38795,525.3299,138.25655,525.8405,138.81146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,639.9912,3.484427,640.2218,3.0895157,641.4551,3.0199132,641.81824,4.45658,640.7606,5.1865625,640.4435,5.001661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,139.56856,59.7297,138.23401,58.968254,138.07428,59.276382,138.12933,60.451805,139.45457,60.572594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,248.41292,133.44328,248.2638,135.31764,249.12628,135.94144,250.68146,134.90704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,117.545364,42.58053,117.59076,42.70378,118.31882,43.403862,119.77225,43.57973,120.30476,42.23133,118.183136,40.773735,117.92928,41.056877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,529.528,27.984802,528.2581,26.577023,527.8843,26.501587,527.29535,27.017609,527.60925,28.69502,529.3131,28.665045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,193.25812,98.404396,193.25595,98.53142,194.05917,99.388855,195.17288,99.00468,195.26505,98.720024,194.8812,98.0956,194.00803,97.867195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,442.0778,48.330116,441.0774,47.846436,440.9633,47.031197,441.49292,46.551376,442.70514,46.63675,443.21185,47.55187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,173.75693,299.30872,171.07898,234.69476,171.79076,202.3745,173.44188,195.67459,174.58516,195.50351,176.83102,200.31482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,499.71875,186.25241,500.54623,186.41534,502.5085,185.07445,502.03403,183.61731,500.12198,183.05865,499.36713,184.69391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,6.0303974,55.345856,5.3501415,55.82509,4.808902,55.89463,4.4980316,55.035507,5.4985714,54.191406,6.1181974,54.492004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,132.1268,176.60265,131.9729,177.58311,130.65149,177.75867,130.5635,176.6315,131.8943,176.35803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,582.8662,100.81259,584.8468,101.50611,584.9045,101.99139,584.0283,103.245346,582.7565,103.07868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,305.63538,32.674995,308.34473,33.130615,308.42352,34.359333,307.10284,35.976185,305.45444,35.734016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,140.11674,75.522385,139.20255,76.26802,139.28946,76.740875,140.39833,77.22144,140.87238,76.9502,140.84213,76.046326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,660.0036,130.17084,660.7302,132.17004,659.7165,133.75899,658.317,133.9907,657.09467,132.905,656.74927,131.37425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,155.30785,16.387342,155.99878,16.396206,156.57538,17.686543,155.3816,18.30766,155.18222,18.241606,154.80724,17.120584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,252.25862,48.47838,252.69629,47.62552,251.96996,45.053394,251.55234,44.837135,249.17319,45.550587,250.18492,48.800972,250.80241,49.050877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,221.55121,96.95459,222.30463,96.372604,222.92279,96.54996,223.21686,97.03543,222.3989,97.934204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,193.82962,140.52802,194.04668,139.85776,195.46033,140.03815,195.46234,141.58948,194.9822,141.51123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,196.37096,135.76898,197.95079,135.8361,198.41689,135.19397,198.34833,134.728,197.86017,134.11592,196.60655,134.25418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,344.99036,67.09899,347.04547,67.170746,347.40778,66.66446,346.44803,64.69269,345.92035,64.73776,344.2166,66.360855,344.23096,66.41068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,140.25249,160.66049,140.50735,160.20486,142.08029,160.41803,141.92932,161.58371,140.72798,162.03708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,317.14368,91.88117,317.12482,92.15599,317.84784,93.3918,318.99976,93.08327,319.28027,91.91589,317.92816,91.28853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,310.407,173.06404,312.18643,173.93132,312.183,174.14064,311.5486,174.97815,310.41357,175.14548,310.13336,173.38942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,318.21204,44.237152,317.51212,44.277668,316.8628,42.031197,318.90912,41.633823,319.7016,42.85462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,149.92653,11.304058,150.85826,11.884277,150.91806,12.436104,149.8238,13.055098,149.33823,12.579386,149.48465,11.546007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,219.1214,131.67831,220.13193,130.34547,220.05232,129.81267,219.38998,129.63452,218.05577,129.99443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,615.66675,49.238976,614.9525,47.985786,614.22595,47.655457,613.8086,49.61379,615.2853,49.716614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,128.20988,39.154236,128.45871,37.746086,128.92952,37.53147,130.39116,38.172832,130.49101,38.618946,129.02814,39.339478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,604.4415,114.410995,604.2982,114.06246,605.7854,112.356705,606.0421,112.29407,606.79016,112.94565,606.51996,114.86259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,223.82373,107.42554,224.18451,106.84168,226.13765,107.43869,224.52185,108.48638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,2.7550488,75.07266,2.8090925,74.14229,4.11558,73.15504,4.771381,73.26387,5.126013,73.62843,5.0480123,74.69537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,641.9923,125.54144,641.7596,126.255356,640.2717,126.76677,639.32214,126.291466,639.6337,125.39055,641.10706,124.51262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,303.52167,191.21352,303.52228,191.20212,304.7254,190.28403,305.86655,190.96768,305.43414,192.43874,304.34677,192.22688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,195.28006,32.77066,194.27258,31.889004,195.3959,31.119389,196.32669,31.882376,195.70692,32.715004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,354.77817,155.05365,353.8443,154.79834,353.10068,156.32005,353.39484,156.627,354.5394,156.79831,355.0869,155.77667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,373.1012,136.04448,373.19495,135.0863,374.50992,134.85683,374.6128,134.8942,374.99023,135.76588,374.54828,136.67044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,21.743769,2.8939269,19.524916,1.4953654,18.087774,3.3335109,20.654762,5.224028,21.314932,4.8481307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,101.134224,179.94986,100.53212,178.1272,99.81859,177.74463,98.38295,178.88736,98.239456,179.44331,99.18186,180.13985,101.09031,179.98648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,401.3485,124.59366,401.369,124.5777,402.52856,125.17078,402.6576,126.01219,401.5796,126.87161,401.26477,126.80053,400.83572,126.14113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,38.499207,110.30281,38.236256,110.67494,38.64263,111.82811,39.666836,111.39508,39.4112,110.498886,39.01198,110.25957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,381.64676,194.65518,382.03003,195.00739,383.441,195.17897,383.6615,195.01279,383.43942,193.65166,382.17932,193.56378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,418.27563,168.68564,418.36362,168.12914,419.28992,167.51508,420.33008,168.05144,420.39737,168.19525,420.01004,168.90997,418.971,169.2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,350.88196,143.57265,350.72058,142.73715,351.8734,142.12259,352.60184,142.7164,352.74915,143.65317,351.51068,144.02834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,631.62976,102.87901,631.9347,103.55228,633.4381,103.91683,634.0321,103.464516,633.95184,102.54472,632.76245,101.76719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,673.35986,106.46396,672.8495,106.530205,671.9348,105.678734,672.5224,103.83029,673.8358,103.270065,674.2705,103.48824,674.59985,104.24511,674.48035,105.52034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,265.17902,85.887955,266.01654,84.986595,265.2417,84.00455,264.2823,83.75554,264.26718,83.76666,264.45392,85.7784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,109.63032,85.53253,108.488464,86.381165,107.7782,86.00874,107.96883,84.89139,109.25516,84.94861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,452.28284,92.25554,454.67825,93.02733,455.02875,93.803894,453.96307,95.616936,451.45447,94.939644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1.0815744,81.845726,2.318918,80.312836,4.1327295,81.39756,2.8129137,83.03865,2.0964277,83.009445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,454.80927,99.661316,454.47122,98.279396,454.69278,97.45557,457.86523,97.99106,456.59326,100.13285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,311.58002,146.12984,310.7829,146.39728,309.4823,145.63358,309.39883,144.84505,310.6489,144.20082,311.67972,145.53563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,423.83853,125.25035,423.67908,127.031586,423.11435,127.24522,422.5602,127.06726,422.42355,125.80718,423.06348,125.1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,538.93463,84.03909,536.8448,84.56613,535.129,84.39227,534.7795,81.71533,534.9696,81.19133,536.72986,78.9596,537.01465,78.865364,539.16064,79.94298,539.53796,80.62978,0,0,0,0,0,0,0,0,0,0,0,0,
6,82.19145,64.288246,81.447365,64.42432,80.92185,64.06465,80.724556,63.32363,81.83922,62.74783,82.400856,63.206978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,198.12811,118.38946,197.5162,118.725006,197.02362,118.55687,196.62003,117.75722,197.02441,117.02681,197.5057,116.998955,198.21564,118.190704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,277.2355,86.17157,278.96722,86.376816,279.59387,85.552505,278.3204,84.257065,278.00812,84.47774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,433.42676,133.0822,433.0819,132.70274,433.3556,130.98666,434.64117,130.9877,434.45288,132.67456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,136.96228,30.548552,136.59839,30.850191,137.27576,32.182842,137.9634,31.939459,138.09882,31.263319,137.5953,30.55402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,351.41708,50.977253,352.75842,50.291397,354.30276,50.4853,354.56305,51.26614,354.40405,52.66335,354.31772,52.792835,351.63007,52.97592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,269.3609,138.58354,269.5974,139.027,268.80762,139.8577,268.28244,139.96823,267.17886,139.21776,267.12512,138.81558,267.19055,138.71503,268.67535,138.22876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,661.5159,113.01721,661.2117,111.894455,661.7949,110.92779,663.4049,110.942276,663.33215,112.98763,662.4262,113.34868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,121.39494,70.73871,120.28578,70.366234,119.621826,71.1105,119.64588,71.7215,120.35628,72.06197,121.52225,71.43834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,375.64453,33.234627,375.08698,32.158943,375.33636,31.123135,376.73663,30.878326,377.56628,32.256042,376.95197,33.112633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,202.2312,98.984245,202.53427,98.18782,203.23361,97.603165,203.25737,97.617905,203.64105,98.978714,202.59354,99.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,392.55304,146.63766,391.5996,146.80576,390.8283,146.12306,390.96722,145.36078,392.07703,144.88411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,473.5332,4.3087654,474.71814,5.406207,474.67224,5.8957076,472.05432,5.9508467,471.95013,4.644909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,287.09818,55.422523,285.94247,53.50757,286.34906,51.84411,289.32477,52.77336,289.26215,54.31368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,336.32812,58.144108,337.67136,56.80349,339.41595,57.374825,338.76605,59.420425,336.9462,59.740223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,493.45697,114.4425,492.25308,115.35953,490.32172,113.940384,490.3722,113.45945,493.0816,112.19851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,106.80895,13.803799,107.46421,13.921163,108.015015,14.99877,107.69205,15.422762,106.50806,14.984513,106.29877,14.68216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,624.49634,27.078236,624.4955,27.079062,623.1874,26.757513,622.60406,25.49744,622.8293,24.831217,622.9144,24.79704,624.6544,25.324974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,520.93616,45.387108,520.7657,45.897926,521.75885,47.184452,522.2993,47.216286,522.9983,46.296856,522.6991,45.320045,521.125,45.283813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
